picture_id,download_url,transcription,label,points,linking,label_id
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,CAPITAL,question,"[[549, 673], [596, 673], [596, 683], [549, 683]]",[],54
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,EXPENSE,question,"[[616, 673], [666, 673], [666, 685], [616, 685]]",[],53
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,JAN.,question,"[[105, 709], [132, 709], [132, 721], [105, 721]]",[],41
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,-MAR.,question,"[[132, 709], [167, 709], [167, 721], [132, 721]]",[],42
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,APR.,question,"[[178, 709], [208, 709], [208, 721], [178, 721]]",[],43
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,-JUN.,question,"[[208, 709], [240, 709], [240, 721], [208, 721]]",[],44
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,JUL.,question,"[[252, 712], [282, 712], [282, 721], [252, 721]]",[],45
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,-SEP,question,"[[282, 712], [317, 712], [317, 722], [282, 722]]",[],50
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,OCT.,question,"[[329, 712], [356, 712], [356, 722], [329, 722]]",[],51
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,-DEC,question,"[[357, 712], [391, 712], [391, 723], [357, 723]]",[],46
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,TOTAL,question,"[[419, 714], [453, 714], [453, 724], [419, 724]]",[],47
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,1990,answer,"[[495, 711], [522, 711], [522, 728], [495, 728]]","[[52, 55]]",55
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,CAPITAL,question,"[[42, 737], [92, 737], [92, 752], [42, 752]]",[],49
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,1991,answer,"[[494, 739], [521, 739], [521, 750], [494, 750]]","[[52, 56]]",56
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,EXPENSE,question,"[[42, 763], [92, 763], [92, 778], [42, 778]]",[],48
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,1992,answer,"[[493, 767], [522, 767], [522, 778], [493, 778]]","[[52, 57]]",57
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,Beyond,answer,"[[485, 808], [527, 808], [527, 819], [485, 819]]","[[52, 99], [52, 100]]",99
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,1993,answer,"[[493, 794], [523, 794], [523, 805], [493, 805]]","[[52, 58]]",58
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,1993,answer,"[[493, 819], [523, 819], [523, 830], [493, 830]]","[[52, 99], [52, 100]]",100
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,Submitted by,question,"[[42, 840], [125, 840], [125, 854], [42, 854]]","[[97, 98]]",97
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,W. O. Crain,answer,"[[61, 858], [140, 858], [140, 872], [61, 872]]","[[97, 98]]",98
0011906503,/root/download/FUNSD/training_data/images\0011906503.png,Approved by,question,"[[394, 844], [475, 844], [475, 859], [394, 859]]",[],96
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,NEW EXPORT PRODUCT DEVELOPMENT CHARTER,header,"[[54, 52], [473, 52], [473, 70], [54, 70]]",[],20
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Date:,question,"[[57, 73], [91, 73], [91, 86], [57, 86]]","[[1, 21]]",1
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,6/ 24/ 94,answer,"[[94, 73], [144, 73], [144, 84], [94, 84]]","[[1, 21]]",21
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,BRAND/PROJECT NAME:,question,"[[56, 105], [202, 105], [202, 119], [56, 119]]","[[22, 23]]",22
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,RICHLAND Kings (Soft Pack) -Duty Free (Phoenix),answer,"[[57, 133], [553, 133], [553, 161], [57, 161]]","[[22, 23]]",23
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,MARKET (S):,question,"[[57, 191], [127, 191], [127, 207], [57, 207]]","[[24, 25]]",24
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,World- wide Duty Free,answer,"[[57, 221], [265, 221], [265, 243], [57, 243]]","[[24, 25]]",25
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,OBJECTIVE:,question,"[[57, 281], [127, 281], [127, 292], [57, 292]]","[[2, 26], [2, 27]]",2
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Generate incremental volume for B& W by providing a low price,answer,"[[66, 292], [566, 292], [566, 312], [66, 312]]","[[2, 26], [2, 27]]",26
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,brand to various international duty- free markets.,answer,"[[66, 311], [447, 311], [447, 330], [66, 330]]","[[2, 26], [2, 27]]",27
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,SOURCE OF BUSINESS:,header,"[[57, 372], [193, 372], [193, 385], [57, 385]]","[[28, 29], [28, 30]]",28
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Major Competitive Brands:,question,"[[57, 391], [179, 391], [179, 401], [57, 401]]","[[29, 8], [28, 29]]",29
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Target Audience:,question,"[[384, 390], [462, 390], [462, 400], [384, 400]]","[[30, 31], [28, 30]]",30
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,TBD,answer,"[[60, 422], [85, 422], [85, 433], [60, 433]]","[[29, 8]]",8
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Value- conscious Smokers,answer,"[[384, 420], [524, 420], [524, 433], [384, 433]]","[[30, 31]]",31
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,COST OR RETAIL PRICING:,question,"[[57, 489], [212, 489], [212, 500], [57, 500]]","[[32, 10]]",32
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,TBD,answer,"[[67, 521], [91, 521], [91, 534], [67, 534]]","[[32, 10]]",10
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,VOLUME:,question,"[[57, 570], [111, 570], [111, 583], [57, 583]]","[[19, 17], [19, 18], [19, 11]]",19
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Start,question,"[[56, 591], [78, 591], [78, 599], [56, 599]]","[[19, 17]]",17
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Up:,question,"[[81, 589], [98, 589], [98, 600], [81, 600]]","[[19, 18]]",18
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,TBD,answer,"[[134, 605], [158, 605], [158, 616], [134, 616]]","[[19, 11]]",11
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Est. Monthly Ongoing:,question,"[[384, 589], [486, 589], [486, 600], [384, 600]]","[[33, 9]]",33
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,TBD,answer,"[[462, 603], [487, 603], [487, 616], [462, 616]]","[[33, 9]]",9
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,INITIAL MATERIALS REQUIRED:,header,"[[57, 654], [236, 654], [236, 667], [57, 667]]","[[34, 39], [34, 3], [34, 4], [34, 35], [34, 36]]",34
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Pack Flats Labels:,question,"[[59, 675], [140, 675], [140, 685], [59, 685]]","[[39, 37], [34, 39]]",39
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Qty In Units,question,"[[289, 656], [343, 656], [343, 667], [289, 667]]","[[35, 37], [35, 38], [35, 12], [34, 35]]",35
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,On Hand,answer,"[[289, 670], [338, 670], [338, 684], [289, 684]]","[[39, 37], [35, 37]]",37
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Dollar Cost,question,"[[383, 656], [435, 656], [435, 666], [383, 666]]","[[36, 13], [34, 36]]",36
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Cartons:,question,"[[59, 691], [97, 691], [97, 699], [59, 699]]","[[3, 38], [34, 3]]",3
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,500,answer,"[[289, 705], [310, 705], [310, 716], [289, 716]]","[[4, 12], [35, 12]]",12
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,On Hand,answer,"[[291, 687], [341, 687], [341, 701], [291, 701]]","[[3, 38], [35, 38]]",38
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Cases:,question,"[[59, 707], [90, 707], [90, 715], [59, 715]]","[[4, 12], [34, 4]]",4
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,$250,answer,"[[434, 704], [461, 704], [461, 715], [434, 715]]","[[36, 13]]",13
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,TIMETABLE:,header,"[[57, 737], [128, 737], [128, 750], [57, 750]]","[[5, 6], [5, 40], [5, 43], [5, 16], [5, 41], [5, 42]]",5
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Manufacturing:,question,"[[59, 757], [126, 757], [126, 767], [59, 767]]","[[5, 6]]",6
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Product Specs Date:,question,"[[59, 774], [150, 774], [150, 784], [59, 784]]","[[5, 40]]",40
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,In- Market Arrival Date:,question,"[[384, 771], [486, 771], [486, 782], [384, 782]]","[[5, 41]]",41
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Shipping:,question,"[[385, 756], [428, 756], [428, 769], [385, 769]]","[[5, 16]]",16
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Start Manufacture Date:,question,"[[59, 791], [164, 791], [164, 799], [59, 799]]","[[5, 43]]",43
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Launch Date:,question,"[[384, 789], [444, 789], [444, 799], [384, 799]]","[[5, 42]]",42
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,APPROVALS:,header,"[[59, 817], [167, 817], [167, 834], [59, 834]]","[[0, 44], [0, 45], [0, 46], [0, 47], [0, 48], [0, 49], [0, 7], [0, 15]]",0
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Date,question,"[[346, 823], [366, 823], [366, 834], [346, 834]]","[[0, 7]]",7
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,VP Int'l Planning,question,"[[384, 839], [458, 839], [458, 851], [384, 851]]","[[0, 47]]",47
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Date,question,"[[677, 821], [698, 821], [698, 832], [677, 832]]","[[0, 15]]",15
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Group Prod Dir,question,"[[59, 841], [126, 841], [126, 850], [59, 850]]","[[0, 44]]",44
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Dir. Int' Admin,question,"[[59, 874], [125, 874], [125, 884], [59, 884]]","[[0, 45]]",45
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,VP Int'l Marketing,question,"[[383, 873], [465, 873], [465, 884], [383, 884]]","[[0, 48]]",48
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Regional Dir/ VP,question,"[[59, 908], [130, 908], [130, 919], [59, 919]]","[[0, 46]]",46
0011973451,/root/download/FUNSD/training_data/images\0011973451.png,Senior VP Int'l,question,"[[385, 906], [450, 906], [450, 917], [385, 917]]","[[0, 49]]",49
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,RESPONSE CODE REQUEST CONFIRMATION,header,"[[127, 130], [595, 130], [595, 157], [127, 157]]",[],14
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,To,question,"[[172, 205], [190, 205], [190, 220], [172, 220]]","[[0, 15]]",0
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Joe Leinster,answer,"[[219, 201], [289, 201], [289, 216], [219, 216]]","[[0, 15]]",15
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,From:,question,"[[172, 236], [204, 236], [204, 251], [172, 251]]","[[1, 16]]",1
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Joyce Bagby,answer,"[[219, 230], [289, 230], [289, 248], [219, 248]]","[[1, 16]]",16
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Date:,question,"[[173, 265], [201, 265], [201, 280], [173, 280]]","[[2, 17]]",2
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,"September 10, 1996",answer,"[[221, 258], [329, 258], [329, 278], [221, 278]]","[[2, 17]]",17
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Brand:,question,"[[70, 309], [105, 309], [105, 326], [70, 326]]","[[3, 5]]",3
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Eclipse,answer,"[[110, 304], [149, 304], [149, 319], [110, 319]]","[[3, 5]]",5
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,PPS Program #,question,"[[282, 309], [367, 309], [367, 324], [282, 324]]","[[18, 13]]",18
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,602399,answer,"[[376, 304], [418, 304], [418, 321], [376, 321]]","[[18, 13]]",13
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Requested By:,question,"[[440, 307], [519, 307], [519, 326], [440, 326]]",[],19
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Title:,question,"[[68, 339], [96, 339], [96, 353], [68, 353]]","[[4, 20]]",4
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Sneak Preview Confirmation Call- Charlotte Tests,answer,"[[109, 334], [366, 334], [366, 354], [109, 354]]","[[4, 20]]",20
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Description:,question,"[[70, 359], [134, 359], [134, 379], [70, 379]]","[[6, 21]]",6
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Record of confirmation calls for sneak preview appointments,answer,"[[134, 363], [449, 363], [449, 382], [134, 382]]","[[6, 21]]",21
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Fullfillment Data Entry at,question,"[[68, 465], [203, 465], [203, 480], [68, 480]]","[[22, 7]]",22
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,APAC,answer,"[[211, 459], [247, 459], [247, 474], [211, 474]]","[[22, 7]]",7
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Circulation Quantity:,question,"[[68, 494], [179, 494], [179, 511], [68, 511]]","[[23, 8]]",23
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,300,answer,"[[226, 490], [250, 490], [250, 504], [226, 504]]","[[23, 8]]",8
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Estimated Response:,question,"[[70, 525], [185, 525], [185, 539], [70, 539]]","[[24, 28]]",24
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,100.00 %,answer,"[[219, 520], [272, 520], [272, 538], [219, 538]]","[[24, 28]]",28
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Estimated Responders:,question,"[[70, 554], [192, 554], [192, 569], [70, 569]]","[[25, 9]]",25
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,300,answer,"[[226, 549], [248, 549], [248, 564], [226, 564]]","[[25, 9]]",9
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Distribution Drop Date:,question,"[[68, 582], [190, 582], [190, 599], [68, 599]]","[[26, 27]]",26
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,10/ 03/ 96,answer,"[[207, 580], [252, 580], [252, 597], [207, 597]]","[[26, 27]]",27
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Expiration Date:,question,"[[358, 582], [440, 582], [440, 600], [358, 600]]",[],29
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Response Code Assigned:,question,"[[228, 630], [405, 630], [405, 651], [228, 651]]","[[30, 10]]",30
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,W25,answer,"[[425, 628], [464, 628], [464, 649], [425, 649]]","[[30, 10]]",10
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,batch numbers to be supplied by:,question,"[[66, 722], [246, 722], [246, 737], [66, 737]]",[],32
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,"Address, postal requirements, barcodes, document storage, and",question,"[[67, 705], [410, 705], [410, 723], [67, 723]]",[],31
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,DE Fullfillment Vendor,question,"[[358, 767], [475, 767], [475, 782], [358, 782]]","[[33, 11]]",33
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,APAC,answer,"[[362, 751], [397, 751], [397, 766], [362, 766]]","[[33, 11]]",11
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,C:,question,"[[68, 845], [83, 845], [83, 860], [68, 860]]","[[12, 34], [12, 35], [12, 36], [12, 37], [12, 38], [12, 39], [12, 40], [12, 41]]",12
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Suzi Hicks RJR- IR,answer,"[[91, 844], [195, 844], [195, 861], [91, 861]]","[[12, 34]]",34
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Debbie Lockery,answer,"[[418, 839], [499, 839], [499, 856], [418, 856]]","[[12, 38]]",38
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Karen Giddens,answer,"[[91, 862], [174, 862], [174, 882], [91, 882]]","[[12, 35]]",35
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Vanessa Oakley,answer,"[[418, 862], [507, 862], [507, 879], [418, 879]]","[[12, 39]]",39
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Drew Huyett,answer,"[[94, 884], [161, 884], [161, 901], [94, 901]]","[[12, 36]]",36
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Melissa Andrews - TBM,answer,"[[418, 884], [544, 884], [544, 903], [418, 903]]","[[12, 40]]",40
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,52251,other,"[[694, 867], [709, 867], [709, 914], [694, 914]]",[],42
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Jackson Roper,answer,"[[89, 908], [173, 908], [173, 923], [89, 923]]","[[12, 37]]",37
0011974919,/root/download/FUNSD/training_data/images\0011974919.png,Tammi LaManna - M/ B,answer,"[[416, 906], [538, 906], [538, 924], [416, 924]]","[[12, 41]]",41
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,SPECIAL EVENTS,header,"[[284, 96], [408, 96], [408, 113], [284, 113]]",[],8
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,State:,question,"[[54, 184], [106, 184], [106, 205], [54, 205]]","[[6, 7]]",6
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,Illinois,answer,"[[147, 183], [217, 183], [217, 200], [147, 200]]","[[6, 7]]",7
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,City/ Town:,question,"[[358, 182], [440, 182], [440, 199], [358, 199]]","[[9, 5]]",9
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,Dundee,answer,"[[489, 176], [543, 176], [543, 198], [489, 198]]","[[9, 5]]",5
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,Type of Event:,question,"[[57, 243], [177, 243], [177, 263], [57, 263]]","[[10, 11]]",10
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,Beauty Contest,answer,"[[300, 237], [417, 237], [417, 256], [300, 256]]","[[10, 11]]",11
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,Estimated Attendance,question,"[[59, 384], [244, 384], [244, 402], [59, 402]]","[[12, 4]]",12
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,700,answer,"[[327, 383], [356, 383], [356, 398], [327, 398]]","[[12, 4]]",4
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,Dates:,question,"[[420, 380], [474, 380], [474, 398], [420, 398]]","[[0, 13]]",0
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,"March 3rd, 4th & 5th,",answer,"[[489, 376], [669, 376], [669, 393], [489, 393]]","[[0, 13]]",13
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,Name of Event:,question,"[[60, 441], [183, 441], [183, 460], [60, 460]]","[[14, 15]]",14
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,Mrs. Illinois Beauty Pageant,answer,"[[297, 433], [535, 433], [535, 452], [297, 452]]","[[14, 15]]",15
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,Contact (Name/ Telephone):,question,"[[64, 525], [281, 525], [281, 544], [64, 544]]","[[16, 17]]",16
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,Ms. Joy Weathers (Sales) 312/ 426 - 8000,answer,"[[300, 521], [613, 521], [613, 539], [300, 539]]","[[16, 17]]",17
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,Audience Concentration,question,"[[64, 584], [261, 584], [261, 599], [64, 599]]","[[18, 19], [18, 20]]",18
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,90 % White - 10 % Black,answer,"[[300, 577], [479, 577], [479, 596], [300, 596]]","[[18, 19], [18, 20]]",19
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,Age category 21 yrs. to 45 yrs.,answer,"[[303, 605], [560, 605], [560, 625], [303, 625]]","[[18, 19], [18, 20]]",20
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,Recommended Brand(s) and Promotional Activity:,question,"[[67, 691], [465, 691], [465, 712], [67, 712]]","[[21, 22], [21, 23], [21, 24]]",21
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,BARCLAY sampling,answer,"[[503, 690], [641, 690], [641, 708], [503, 708]]","[[21, 22]]",22
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,2 - 12M cases mixed.,answer,"[[165, 721], [342, 721], [342, 740], [165, 740]]","[[21, 23]]",23
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,To be placed on tables by B & W Reps.,answer,"[[169, 747], [478, 747], [478, 768], [169, 768]]","[[21, 24]]",24
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,466603840,other,"[[543, 841], [653, 841], [653, 862], [543, 862]]",[],1
0011976929,/root/download/FUNSD/training_data/images\0011976929.png,/lr,other,"[[75, 869], [103, 869], [103, 887], [75, 887]]",[],3
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,Attachment II,header,"[[42, 49], [132, 49], [132, 60], [42, 60]]",[],24
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,SPECIFICATION CHANGE PROPOSAL,header,"[[232, 61], [429, 61], [429, 75], [232, 75]]",[],25
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,BRAND,question,"[[43, 89], [77, 89], [77, 103], [43, 103]]","[[0, 26]]",0
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,Domestic,question,"[[117, 105], [176, 105], [176, 116], [117, 116]]","[[1, 2]]",1
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,ELI CUTTER KS,answer,"[[124, 89], [214, 89], [214, 104], [124, 104]]","[[0, 26]]",26
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,X,answer,"[[200, 105], [211, 105], [211, 115], [200, 115]]","[[1, 2]]",2
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,Export,question,"[[235, 103], [274, 103], [274, 117], [235, 117]]",[],3
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,Military,question,"[[344, 103], [398, 103], [398, 118], [344, 118]]",[],16
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,SPECIFICATION CHANGE NUMBER 84- 79,question,"[[365, 88], [602, 88], [602, 103], [365, 103]]",[],27
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,Contract,question,"[[479, 103], [539, 103], [539, 117], [479, 117]]",[],17
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,TYPE OF SPECIFICATION CHANGE (Check all that apply),header,"[[71, 131], [417, 131], [417, 147], [71, 147]]","[[28, 29], [28, 31], [28, 30], [28, 32], [28, 33], [28, 34], [28, 35], [28, 36], [28, 37], [28, 38], [28, 39], [28, 19]]",28
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,"Cigarette Design, Trial",question,"[[70, 159], [230, 159], [230, 174], [70, 174]]","[[28, 30]]",30
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,"Packaging, Temporary",question,"[[71, 148], [210, 148], [210, 161], [71, 161]]","[[28, 29]]",29
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,"Cigarette Design, Permanent",question,"[[363, 159], [555, 159], [555, 174], [363, 174]]","[[28, 36]]",36
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,"Packaging, Permanent",question,"[[366, 145], [501, 145], [501, 161], [366, 161]]","[[28, 35]]",35
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,Tar Adjustment < 1 mg,question,"[[70, 172], [217, 172], [217, 190], [70, 190]]","[[28, 31]]",31
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,New Product,question,"[[71, 189], [148, 189], [148, 203], [71, 203]]","[[28, 32], [32, 18]]",32
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,X,answer,"[[310, 187], [321, 187], [321, 202], [310, 202]]","[[32, 18]]",18
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,Discontinue Product,question,"[[365, 189], [496, 189], [496, 203], [365, 203]]","[[28, 38]]",38
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,Tar Adjustment > 1 mg,question,"[[366, 173], [516, 173], [516, 188], [366, 188]]","[[28, 37]]",37
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,Equivalent Additive,question,"[[70, 203], [206, 203], [206, 217], [70, 217]]","[[28, 33]]",33
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,Equivalent Filter/ Paper/ /Tipping,question,"[[71, 215], [284, 215], [284, 232], [71, 232]]","[[28, 34]]",34
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,Equivalent Packaging Material,question,"[[365, 201], [566, 201], [566, 216], [365, 216]]","[[28, 39]]",39
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,Processing,question,"[[365, 216], [438, 216], [438, 227], [365, 227]]","[[28, 19]]",19
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,Description:,question,"[[45, 244], [127, 244], [127, 257], [45, 257]]","[[4, 40]]",4
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,"ELI CUTTER KS, for test market, using AMELIA ""B"" Blend (XLF -680G)",answer,"[[141, 243], [591, 243], [591, 258], [141, 258]]","[[4, 40]]",40
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,*Cost Summary-,header,"[[46, 271], [150, 271], [150, 286], [46, 286]]",[],41
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,REQUESTED IMPLEMENTATION DATE,question,"[[74, 297], [271, 297], [271, 313], [74, 313]]","[[42, 43]]",42
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,9 /17 /84,answer,"[[304, 300], [355, 300], [355, 313], [304, 313]]","[[42, 43]]",43
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,COST SUMMARY,header,"[[74, 327], [156, 327], [156, 340], [74, 340]]","[[44, 45], [44, 46], [44, 47]]",44
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,Obsolete Material Cost,question,"[[101, 342], [252, 342], [252, 355], [101, 355]]","[[44, 45]]",45
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,Special Equipment/ Material Cost,question,"[[101, 355], [312, 355], [312, 370], [101, 370]]","[[44, 46]]",46
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,Est. Annual Product Cost Change,question,"[[102, 370], [310, 370], [310, 384], [102, 384]]","[[44, 47]]",47
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,ATTACHMENTS (Check if Included),header,"[[73, 395], [285, 395], [285, 410], [73, 410]]","[[48, 15], [48, 49], [48, 50], [48, 51], [48, 52], [48, 53], [48, 54], [48, 55], [48, 56]]",48
0012178355,/root/download/FUNSD/training_data/images\0012178355.png,Rationale,question,"[[74, 411], [138, 411], [138, 424], [74, 424]]","[[48, 15]]",15
